uid,crop_name,main_stage,sub_stage_name,start_day,end_day,data_source,created_at,updated_at,deleted_at,susceptible_pests,pest_risk_factors,pest_management,susceptible_diseases,disease_risk_factors,disease_management,env_conditions
csk_40c87a34-eb20-4203-8f96-233ae2930b9d,groundnut_(peanut),Growth Stages,Maturity/Harvest (R7-R8),100,130,llm,2026-06-17 05:33:29.707075+00:00,2026-06-30 09:58:21.002150+00:00,,"pod borer, red hairy caterpillar, white grub, termites","dry soil during maturity, late harvesting, cracked soil, and leaving crop residue in the field",Field care: Harvest the crop on time without delay to prevent termites from damaging the pods. Dig out and destroy white grubs if seen in the soil. Natural control: Apply neem cake to the soil and use light traps at night to catch adult moths. Spray if needed: Spray neem oil mixed with soap water on the leaves if you see caterpillars eating the foliage.,"tikka leaf spot, rust, collar rot, pod rot","high humidity, wet soil from late rains, waterlogging in the field, and cloudy weather",Field care: Drain out any excess water from the field and remove infected plants immediately. Natural control: Spray the crop with a mixture of sour buttermilk and water to check fungal growth. Spray if needed: Spray copper-based medicine or simple sulfur powder mixed in water if the leaf spots cover more than half the field.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""15"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""0-15"", ""optimal_temp_c"": ""22-28"", ""avg_yield_kg_ha"": ""1500-2500"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""35-45"", ""soil_moisture_pct"": ""35-45""}"
csk_2977a406-29cf-472e-8b71-07f6ebec6ce4,mango,Growth Stages,Seed Germination,14,21,llm,2026-06-11 09:16:31.347243+00:00,2026-06-30 09:58:23.181745+00:00,,"ants, termites, leaf-cutting weevils","dry soil, rotting organic matter near the seeds, and piles of dry leaves around the nursery bed",Field care: Keep the nursery area clean and remove any dry leaves or rotting wood. Natural control: Pour neem water around the germinating seeds to keep ants and termites away. Spray if needed: Spray a mild neem oil mixture on the tiny new leaves if you see insects biting them.,"seedling rot, damping-off, seed mold","too much watering, water standing in the soil, and keeping the nursery bed in deep shade with no sunlight","Field care: Water the soil gently without making it muddy, and ensure extra water drains away quickly. Natural control: Mix wood ash in the soil before sowing and let the nursery get mild morning sunlight. Spray if needed: Spray copper-based blue medicine water on the soil if the baby plants start rotting at the base.","{""uv_index"": ""6-8"", ""temp_max_c"": ""40"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""20-30"", ""optimal_temp_c"": ""24-30"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""60-80"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""50-60""}"
csk_765dc2c5-fb52-4ca2-8f75-8fe2f8031d9c,mango,Flowering to Fruit Set: Occurs in late winter/early spring,Fruit Development to Harvest,90,160,llm,2026-06-11 09:16:31.347243+00:00,2026-06-30 09:58:29.582061+00:00,,"Mango hopper, mealybug, fruit fly","Cloudy weather, high humidity, crowded tree branches, and warm sunny days during fruit ripening","Field care: Keep the orchard clean, remove fallen fruits, and tie sticky plastic bands around the tree trunk to stop crawling bugs. Natural control: Spray neem oil mixed with soapy water on the trunk and branches, and hang yellow sticky traps. Spray if needed: Use a mild insecticide spray recommended by your local cooperative if the hopper attack is very high.","Powdery mildew, anthracnose black spots, fruit rot","Sudden unseasonal rains, heavy morning dew, cloudy skies, and poor air flow inside the tree canopy","Field care: Prune dead and dry twigs to let sunlight reach inside the tree, and collect and burn infected fallen leaves. Natural control: Spray diluted sour buttermilk or bio-fungicides like Trichoderma on the leaves. Spray if needed: Spray a basic copper or sulphur powder mixed in water during dry hours if black spots start spreading on the young fruits.","{""uv_index"": ""8-11"", ""temp_max_c"": ""40"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""24-32"", ""avg_yield_kg_ha"": ""8000-12000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""35-45"", ""soil_moisture_pct"": ""40-50""}"
csk_9cce9e4d-89fa-4194-adf9-9999f81c0fe1,mustard,Maturity and Harvesting Phase,Harvesting,130,140,llm,2026-06-19 07:01:50.446415+00:00,2026-06-30 09:59:02.419270+00:00,,"mustard aphid, painted bug","dry weather, late harvesting, piles of harvested crop left in the field for too long",Field care: Harvest the crop on time without delay and clean the field boundaries. Natural control: Keep the harvested bundles in bright sunlight to drive away the bugs. Spray if needed: No chemical spray is recommended at this final stage to avoid chemical residue in the mustard oil.,"white rust, alternaria blight, powdery mildew","cloudy weather, high moisture in the air, keeping harvested plants in damp shady areas","Field care: Cut the crop when leaves turn yellow and pods turn golden brown. Natural control: Dry the harvested crop under direct, bright sunlight on a clean floor. Spray if needed: Do not spray any chemicals now as the crop is ready for threshing.","{""uv_index"": ""6-8"", ""temp_max_c"": ""32"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""18-22"", ""irrigation_mm"": ""0"", ""optimal_temp_c"": ""20-25"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""25-30"", ""soil_moisture_pct"": ""20-30""}"
csk_44257678-033f-4b7e-a3aa-6770f01d741b,oats,Early Growth Phase,Sprouting and Seedling Emergence,0,15,llm,2026-06-22 11:15:58.654068+00:00,2026-06-30 09:59:04.436526+00:00,,"Termites, Cutworms","Dry soil, using raw or un-rotted cow dung manure, and leaving old crop waste in the field.","Field care: Remove all old crop roots and use only fully rotted cow dung manure. Natural control: Mix neem cake into the soil during land preparation to keep pests away. Spray if needed: If you see cutworms cutting the small plants, spray neem water on the soil around the seedlings in the evening. Always keep the soil moist but not wet to prevent termites.","Seedling rot, Damping-off","Water standing in the field, sowing seeds too deep, and very wet and cold soil.","Field care: Make small channels to drain out extra rainwater or irrigation water quickly. Natural control: Mix friendly bio-fungus powder like Trichoderma in the soil before sowing to protect young roots. Spray if needed: If young plants start falling over and rotting at the ground level, spray a simple copper medicine on the soil around the plants. Keep the soil loose so air can reach the roots.","{""uv_index"": ""3-5"", ""temp_max_c"": ""28"", ""temp_min_c"": ""5"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""12-18"", ""irrigation_mm"": ""20-30"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""50-60""}"
csk_2854128b-9ec3-4216-85f7-353c6d14ba38,oats,Reproductive Phase,Flower Emergence and Heading,70,90,llm,2026-06-22 11:15:58.654068+00:00,2026-06-30 09:59:08.649541+00:00,,"Aphids (Lahi), Armyworms, Stem borers","Cloudy weather, warm days, and putting too much urea fertilizer in the soil","Field care: Walk through your field daily and pull out any heavily infested plants. Natural control: Hang yellow sticky cards near the crop tops and spray neem water on the plants. Spray if needed: If you see more than ten pests on a single stem, use a mild pest control spray from your local cooperative store.","Leaf rust (Gairui), Powdery mildew (white ash on leaves), Loose smut (black powder in grain heads)","Heavy morning dew, cloudy skies, and water standing in the field for too long","Field care: Stop watering the field during cloudy days and ensure extra water drains out quickly. Natural control: Spray a mixture of sour buttermilk and water on the leaves to stop the spread of white ash. Spray if needed: If you see orange spots or black powder on the grain heads, spray a basic copper medicine immediately to save your yield.","{""uv_index"": ""4-6"", ""temp_max_c"": ""28"", ""temp_min_c"": ""5"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""12-18"", ""irrigation_mm"": ""30-40"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""3000-4000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""60-70""}"
csk_167bbade-3d29-437d-9480-19905559814a,oats,Grain Development,Milk and Dough Stage,101,120,llm,2026-06-22 11:16:01.539630+00:00,2026-06-30 09:59:12.690426+00:00,,"Aphids (Lahi or Mahua), Armyworms, Birds","Cloudy weather, warm days, dry winds, and dense plants","Field care: Walk through the field daily, install shiny ribbons or scarecrows to keep birds away, and remove weeds. Natural control: Spray homemade neem water on the plants and let friendly ladybug beetles eat the pests. Spray if needed: If the pest attack is very high, spray a mild insect medicine from the local cooperative store.","Leaf Rust (Gerui or Rattua), Powdery Mildew (Safed Churna), Loose Smut (Kala Koyla)","Heavy morning dew, cloudy skies, too much moisture in the soil, and dense sowing","Field care: Avoid watering the field in the evening and remove any black-headed grain ears carefully in a plastic bag. Natural control: Spray a mixture of sour buttermilk and water on the leaves. Spray if needed: If orange rust spots or white powder covers the leaves, spray a basic copper or sulfur medicine mixed in water.","{""uv_index"": ""5-7"", ""temp_max_c"": ""28"", ""temp_min_c"": ""8"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""12-18"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""15-20"", ""avg_yield_kg_ha"": ""3500-4000"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""50-60""}"
csk_7189c0d7-71d7-4954-afba-57da52f553cb,okra,Vegetative Growth,Early Leaf and Branch Growth,11,30,llm,2026-06-19 15:26:32.450733+00:00,2026-06-30 09:59:14.864992+00:00,,"Green leafhoppers (Jassids), Aphids, Whiteflies","Warm and cloudy weather, dry soil, and weeds growing around the crop","Field care: Keep the field free of weeds and hang yellow sticky cards to trap flying insects. Natural control: Spray neem water mixed with a little liquid soap on the underside of the leaves. Spray if needed: If the attack is severe, use a safe, basic insect spray from your local government depot.","Yellow vein disease (leaves turning yellow), Root rot","Water standing in the field, high moisture in the air, and whiteflies spreading the yellow virus",Field care: Make sure excess water drains out of the field quickly and remove any yellowing plants immediately. Natural control: Mix useful soil fungus like Trichoderma in compost and apply near the roots. Spray if needed: Spray a simple copper medicine if you see rotting or dark spots on the stems.,"{""uv_index"": ""6-10"", ""temp_max_c"": ""42"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-30"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""25-35"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_ad2e134b-b68f-4827-be73-929bbad0b705,okra,Vegetative Growth,Active Plant Growth and Budding,31,40,llm,2026-06-19 15:26:32.450733+00:00,2026-06-30 09:59:17.194401+00:00,,"Green leafhoppers, Aphids, Whiteflies, Shoot borer","Warm and cloudy weather, high humidity, and putting too much urea fertilizer which makes the plants soft and juicy","Field care: Cut off and bury any wilting shoots that have borers inside, and hang yellow sticky cards to catch flying pests. Natural control: Spray neem water on the leaves to keep pests away. Spray if needed: If pest numbers are very high, ask your local cooperative for a safe pest-control medicine to spray.","Yellow vein disease, Powdery mildew","High humidity, morning dew, weeds in the field, and whiteflies carrying the yellow virus from plant to plant","Field care: Pull out any plants that start turning yellow and bury them far away from the field. Natural control: Spray a mix of sour buttermilk and water on the leaves to stop white powder. Spray if needed: If the white powder spreads, spray a simple sulphur-based medicine mixed in water.","{""uv_index"": ""6-10"", ""temp_max_c"": ""42"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""25-35"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_ff7632ac-5139-4182-88e2-34e36639bd90,olive,Reproductive Phase,Winter Bud Dormancy and Chilling,366,450,llm,2026-07-05 16:24:21.464921+00:00,2026-07-05 16:24:21.464921+00:00,,"scale insects, bark beetles, olive fruit fly","dry winter weather, unpruned dead wood, and piles of fallen leaves left under the trees","Field care: Prune and burn all dead and dry branches to remove hiding spots. Natural control: Spray neem oil mixed with soapy water on the tree trunk and branches. Spray if needed: Use a mild, common insect spray on the bark if you see sticky scale insects.","peacock spot, olive knot, root rot","heavy winter rains, high humidity, water logging around the roots, and open wounds from pruning",Field care: Keep the tree basin clean and drain out any standing water. Natural control: Apply a thick paste of cow dung and turmeric on cut branches after pruning. Spray if needed: Spray a simple copper-based blue medicine on the leaves to prevent winter spots.,"{""uv_index"": ""2-4"", ""temp_max_c"": ""15"", ""temp_min_c"": ""-7"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""8-12"", ""irrigation_mm"": ""5-10"", ""optimal_temp_c"": ""2-10"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-70"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""40-50""}"
csk_d71fe875-62ba-4d7c-aab2-9b1c81969509,orange,Flowering and Fruit Set : Flowers appear after a period of stress,Fruit Development,240,280,llm,2026-06-05 04:35:10.740720+00:00,2026-06-30 09:59:21.632227+00:00,,"Citrus psylla, fruit sucking moth, citrus leaf miner, spider mites","Warm and dry weather, new soft green leaves, and fallen rotten fruits left on the ground",Field care: Keep the orchard clean by burying any fallen fruits in a deep pit. Natural control: Hang yellow sticky cards on branches to catch flying pests and spray neem oil mixed with soapy water. Spray if needed: Use a mild insect spray recommended by your local cooperative during early morning hours.,"Gummosis, fruit rot, citrus canker","High humidity, water standing around the tree trunk, and cloudy weather with light rains",Field care: Do not let irrigation water touch the tree trunk directly and make a ring of soil around the base to keep water away. Natural control: Apply a thick paste of cow dung and copper lime mixture on the lower trunk up to two feet high. Spray if needed: Spray a basic copper medicine on the leaves and fruits to stop rotting.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""12"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-26"", ""irrigation_mm"": ""35-50"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""15000-20000"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""60-70"", ""soil_moisture_pct"": ""60-70""}"
csk_d82eee6b-542f-4c7d-8165-560bb35aa31c,soybean,Sowing and Germination,Seed Sprouting and Emergence,0,10,llm,2026-06-21 09:52:27.387648+00:00,2026-06-30 09:59:23.676651+00:00,,"Cutworms, white grubs, seed maggots, and birds.","Using fresh or unrotted cow dung manure, dry soil conditions, and leaving weeds in the field.",Field care: Keep the field clean and scare away birds during morning and evening hours. Natural control: Use only well-rotted cow dung manure and apply neem cake to the soil before sowing. Spray if needed: Spray neem water on the soil around the sprouts if you see insects cutting the young plants.,"Seed rot, seedling rot, and collar rot.","Waterlogging in the field, heavy rains right after sowing, and sowing seeds too deep in wet soil.","Field care: Make proper channels to drain out excess rainwater quickly so that water does not stand in the field. Natural control: Always treat the seeds with friendly fungus powder like Trichoderma before sowing. Spray if needed: If young plants start rotting and falling over, mix a basic copper medicine in water and pour it near the roots of the plants.","{""uv_index"": ""6-9"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""12-13"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""1500-2200"", ""rel_humidity_pct"": ""60-75"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""50-60""}"
csk_5234edf0-8016-4c36-aad8-6c06d71ea4ac,soybean,Sowing and Early Growth,Sprouting and Seedling Stage,0,10,llm,2026-06-21 09:51:32.480425+00:00,2026-06-30 09:59:25.541776+00:00,,"Cutworms, Stem fly, Whitefly","Hot and dry weather, weeds in the field, and crop waste left from the last harvest","Field care: Keep the field clean and remove all weeds that hide pests. Natural control: Spray neem water on the tiny seedlings to stop flies from laying eggs. Spray if needed: If insects are cutting the baby plants at night, spray a simple insect-killing medicine on the soil around the plants in the evening.","Seedling rot, Collar rot, Root rot","Water standing in the field, sowing seeds too deep, and very wet soil","Field care: Make proper channels to drain out extra rainwater so it does not stand near the seedlings. Natural control: Always treat the seeds with friendly bio-powders like Trichoderma before sowing to protect them. Spray if needed: If you see young plants rotting and falling over, spray a basic copper-based medicine near the roots immediately.","{""uv_index"": ""6-9"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""12-13"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""60-80"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_10b7e7c0-0e13-4e96-ae84-09c539fdb150,guava,Fruit Development and Maturity Phase,Fruit Ripening and Harvesting,896,955,llm,2026-07-02 03:33:52.263962+00:00,2026-07-02 03:33:52.263962+00:00,,"fruit fly, mealybug, scale insects, birds","warm weather, high humidity, ripe fruits left on the tree, fallen fruits lying on the ground","Field care: Harvest fruits when they turn light green to yellow, and do not let them over-ripen on the tree. Collect and deeply bury all fallen and damaged fruits to stop pests from breeding. Natural control: Hang simple plastic bottles with basil leaf paste or fruit fly traps in the orchard to catch male flies. Spray if needed: Spray neem oil mixed with soapy water on the branches and fruits to keep mealybugs away.","fruit rot, anthracnose, sooty mould","cloudy weather, continuous rains, water dripping from leaves, dense branches that block sunlight",Field care: Prune lower branches that touch the ground and remove dry twigs to let sunlight and air pass through the tree. Natural control: Spray a mixture of turmeric powder and wood ash on the fruits to prevent rotting. Spray if needed: Spray a simple copper-based blue medicine powder mixed in water on the fruits and leaves to stop the rot from spreading.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""20-30"", ""optimal_temp_c"": ""23-28"", ""avg_yield_kg_ha"": ""15000-20000"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""75-80"", ""soil_moisture_pct"": ""50-60""}"
csk_aef073e7-91ac-4742-95a0-53e010c8279b,apple,Harvesting,Fruit Maturity and Picking,241,270,llm,2026-07-02 10:32:07.201981+00:00,2026-07-02 10:32:07.201981+00:00,,"San Jose scale, apple stem borer, codling moth, woolly aphid","Dry weather, uncleaned orchards, piled-up wooden crates, and dead wood left near the trees",Field care: Clean the orchard floor and remove any fallen or damaged fruits immediately. Natural control: Hang cardboard traps on tree trunks to catch crawling pests. Spray if needed: Use a simple neem oil spray on the tree trunks after harvesting is complete.,"Apple scab, bitter rot, sooty blotch, flyspeck","High humidity, continuous rains during picking, dense tree branches that block sunlight, and wet grass under the trees",Field care: Keep the ground clear of fallen leaves and prune away crowded branches to let in sunlight. Natural control: Spray cow urine mixed with water on the soil to stop disease spores from spreading. Spray if needed: Apply a basic copper-based blue copper spray on the trees right after you finish harvesting the fruits.,"{""uv_index"": ""4-6"", ""temp_max_c"": ""28"", ""temp_min_c"": ""5"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""12-18"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""15-21"", ""avg_yield_kg_ha"": ""10000-15000"", ""rel_humidity_pct"": ""65-75"", ""harvest_index_pct"": ""55-65"", ""soil_moisture_pct"": ""60-70""}"
csk_93b6fd6a-177d-4cfa-ab1e-fce2623c0959,linseed,Germination and Seedling Phase,Early Seedling Establishment,11,25,llm,2026-07-02 11:05:02.470221+00:00,2026-07-02 11:05:02.470221+00:00,,"cutworms, lucerne caterpillars, wireworms","dry soil conditions, presence of weeds in the field, and leftover crop waste from the previous season","Field care: Keep the field clean and remove all weeds that hide young pests. Natural control: Use neem oil spray on the young seedlings and place T-shaped wooden bird perches in the field so birds can eat the caterpillars. Spray if needed: If pest damage is high, spray a mild, safe insecticide recommended by your local cooperative during the evening hours.","seedling blight, root rot, wilt","too much water in the soil, heavy clay soils that do not drain well, and cloudy weather with high humidity","Field care: Do not let water stand in the field and ensure extra water drains out quickly. Natural control: Apply friendly bio-fungicide powder mixed with well-rotted cow dung near the roots. Spray if needed: If seedlings start rotting, spray a basic copper-based medicine mixed in water directly on the soil around the plants.","{""uv_index"": ""4-6"", ""temp_max_c"": ""30"", ""temp_min_c"": ""8"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""18-22"", ""irrigation_mm"": ""15-25"", ""optimal_temp_c"": ""15-22"", ""avg_yield_kg_ha"": ""1000-1500"", ""rel_humidity_pct"": ""50-70"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_bb0fc185-a2d7-4891-a874-35608f8e111a,linseed,Vegetative Phase,Active Branching and Stem Elongation,26,50,llm,2026-07-02 11:05:02.470221+00:00,2026-07-02 11:05:02.470221+00:00,,"linseed bud fly, green semilooper caterpillar, aphids","cloudy weather, high humidity, and too much nitrogen fertilizer","Field care: Handpick and destroy any visible caterpillars and remove weeds around the field. Natural control: Set up bright yellow sticky cards to trap aphids and spray homemade neem seed kernel extract. Spray if needed: If you see many damaged flower buds, spray a mild, clear insecticide recommended by your local cooperative during the evening.","linseed rust, wilt, powdery mildew","heavy morning dew, dense planting with no air flow, and wet soil","Field care: Pull out and burn any sickly, drying plants immediately to stop the spread. Natural control: Spray a mixture of sour buttermilk and water on the leaves to keep mildews away. Spray if needed: If orange rust spots appear on leaves, spray a basic copper-based medicine mixed in water.","{""uv_index"": ""4-6"", ""temp_max_c"": ""30"", ""temp_min_c"": ""5"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""15-22"", ""avg_yield_kg_ha"": ""1000-1500"", ""rel_humidity_pct"": ""50-70"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_658c97d2-8438-4739-a555-68dd4be971b2,linseed,Reproductive Phase,Bud Initiation and Flowering,51,80,llm,2026-07-02 11:05:02.470221+00:00,2026-07-02 11:05:02.470221+00:00,,"linseed bud fly, green caterpillars, aphids","cloudy weather, high humidity, warm day temperatures, and late sowing","Field care: Walk through the field daily and pluck any swollen, damaged flower buds that do not open. Natural control: Set up bright yellow sticky cards to catch flying pests and install T-shaped wooden bird perches to invite birds that eat caterpillars. Spray if needed: Spray neem seed kernel extract or neem oil mixed with soapy water thoroughly on the buds.","rust, wilt, powdery mildew","heavy morning dew, cool nights with warm days, and crowded plants with no air movement","Field care: Pull out and burn any dry, drooping, or yellowing plants immediately. Natural control: Keep the field free of weeds to let sunlight and fresh air reach the base of the plants. Spray if needed: Spray a simple sulfur powder mix or a basic copper spray on the leaves if you see orange spots or white powdery dust.","{""uv_index"": ""4-6"", ""temp_max_c"": ""32"", ""temp_min_c"": ""8"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""18-24"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""15-22"", ""avg_yield_kg_ha"": ""1000-1500"", ""rel_humidity_pct"": ""45-60"", ""harvest_index_pct"": ""25-30"", ""soil_moisture_pct"": ""50-60""}"
csk_c3ae3806-c023-453c-a51f-9ec4e5fe3c7c,linseed,Reproductive Phase,Capsule Formation and Seed Development,81,105,llm,2026-07-02 11:05:02.470221+00:00,2026-07-02 11:05:02.470221+00:00,,"linseed bud fly, green caterpillars, semilooper","cloudy weather, high humidity, warm day temperatures, and late sowing","Field care: Handpick and destroy any visible caterpillars and damaged buds. Set up bright yellow sticky traps and light traps in the field to catch adult flies. Natural control: Spray homemade neem seed kernel extract or neem oil mixed with soapy water. Spray if needed: If the damage is severe, spray a mild, recommended insecticide during the late afternoon when helpful honeybees are not active.","rust, wilt, powdery mildew","heavy morning dew, cool nights with warm days, and crowded plants that do not get enough air","Field care: Pull out and burn any orange-spotted or dry, withered plants immediately. Keep the field free of weeds to allow sunlight and air to reach the soil. Natural control: Spray a mixture of sour buttermilk and water, or use bio-powders like Trichoderma mixed in compost. Spray if needed: If orange rust spots or white powdery patches spread, spray a basic sulfur-based powder mixed in water.","{""uv_index"": ""5-7"", ""temp_max_c"": ""32"", ""temp_min_c"": ""10"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""18-22"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""20-25"", ""avg_yield_kg_ha"": ""1000-1500"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""50-60""}"
csk_6649e641-1694-4b53-a017-fa19b97ec777,linseed,Maturity and Harvesting Phase,Drying of Pods and Plant Senescence,106,125,llm,2026-07-02 11:05:02.470221+00:00,2026-07-02 11:05:02.470221+00:00,,"linseed bud fly, pod borer","cloudy weather, high humidity, and late sowing of the crop","Field care: Harvest the crop as soon as the pods turn golden brown to avoid pest damage. Natural control: Set up simple bamboo bird perches in the field to invite birds that eat the pod borer worms. Spray if needed: If you see many pests, spray a simple neem seed kernel extract or neem oil mixed with soapy water on the plants.","rust, wilt, powdery mildew","heavy morning dew, cool nights, and damp soil conditions during the drying stage","Field care: Keep the field clean and remove any infected dry plants immediately after harvest. Natural control: Avoid watering the crop at this late stage to keep the soil dry and stop fungus growth. Spray if needed: If powdery white spots appear on the leaves, spray a simple sulphur powder mixed in water to protect the remaining crop.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""10"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""0"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""1000-1500"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""30-35"", ""soil_moisture_pct"": ""20-30""}"
csk_9f351368-24f7-45e4-b12c-543d5854d378,pumpkin,Vegetative Phase,Early Seedling and Leaf Development,11,25,llm,2026-07-04 08:15:35.280995+00:00,2026-07-04 08:15:35.280995+00:00,,"Red pumpkin beetle, aphids, leaf miner","Warm sunny days, dry soil, and having old pumpkin or melon fields nearby","Field care: Hand-pick the bright red beetles from the young leaves in the early morning when they are slow. Natural control: Sprinkle wood ash on the young leaves to stop the beetles from eating them, or spray neem water. Spray if needed: If the damage is very high, spray a mild insect medicine like dimethoate mixed in water.","Damping-off, powdery mildew, mosaic virus","Too much water in the soil, cloudy weather, and pests like aphids spreading the virus","Field care: Do not let water stand near the roots of the small seedlings and remove any weak, yellowing plants immediately. Natural control: Spray sour buttermilk mixed with water on the leaves to prevent white powdery spots. Spray if needed: If the plants start rotting at the base, drench the soil around them with copper oxychloride liquid.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""24-30"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
